Pretty Name,Frequency,Entity Type
"s/p Stx Bx
 Admitting Diagnosis: WEAKNESS",1,ORG
CIN,1,ORG
about two,1,CARDINAL
Fentanyl,1,GPE
p.o.,1,GPE
Renegade Hi-Flow,1,PERSON
Probable,1,PERSON
"two
 hours",1,TIME
Papillary,1,NORP
LVC,1,ORG
s/p LUlobectomy,1,ORG
LULobectomy s/p,1,ORG
O.R.          Clip,1,ORG
Female s/p,1,PERSON
localizer,1,NORP
Routine,1,ORG
cm SI,1,PERSON
Confluent,1,PERSON
GUID WIRES INFU,1,ORG
Globes,1,PERSON
vacuum disc phenomenon,1,PERSON
middle hepatic,1,LOC
the Endovascular Suite,1,ORG
one-half,1,CARDINAL
normal Cr,1,PERSON
Convex,1,PERSON
s/p LULobectomy CT,1,ORG
"empyema s/p RMLobectomy
 REASON FOR THIS EXAMINATION",1,PERSON
Perirectal,1,ORG
The pleural air collection,1,ORG
Secretions,1,ORG
Billroth II,1,PRODUCT
Multiple L,1,ORG
Sidehole of the NG,1,ORG
Moderate,1,ORG
Question PICC,1,ORG
GFR,1,ORG
mm lung,1,PERSON
"PACU
 Admitting Diagnosis",1,GPE
Coronary,1,LOC
Followup CT,1,ORG
six months,1,DATE
Additionaly,1,GPE
Little,1,PERSON
J.,1,ORG
Comaprison,1,PERSON
s/p VATS->open RUL lobectomy & lymphadenectomy,1,ORG
SCC s/p hypoxic PEA,1,ORG
SCC s/p PEA,1,ORG
subpulmonic fluid collection,1,ORG
Focus of susceptibility,1,ORG
chiba,1,ORG
"SCC s/p stenting with acute resp distress s/p extubation
  now s/p urgent re-intubation
 REASON FOR THIS EXAMINATION",1,ORG
Urgent,1,ORG
"CA, Met",1,ORG
"six
 hours earlier",1,TIME
the Opteez,1,ORG
cerebellar mass.,1,ORG
Facet,1,PRODUCT
ULTRASOUND-GUIDED PARACENTESIS,1,ORG
"s/p cerebellar mass resection
 REASON FOR THIS EXAMINATION",1,ORG
Left base atelectasis,1,LOC
Segmental,1,ORG
Stabilization,1,ORG
Parapelvic,1,PERSON
Substantially,1,GPE
"the past
 week",1,DATE
NSLC,1,ORG
EGFR,1,ORG
Angioplasty,1,PERSON
Decrease,1,PERSON
"intracranial
  metastases",1,ORG
"LEFT THIGH
 REASON",1,PERSON
"O.R.
 Reason",1,PERSON
"Respiratory difficulty/ Cardiac Tamponade
 REASON FOR THIS EXAMINATION",1,ORG
p/w pre-syncope,1,ORG
Senapati,1,GPE
Versus,1,ORG
about three hours,1,TIME
Thoracic,1,PERSON
Conventional,1,LAW
Accessory,1,PRODUCT
IOUS,1,LOC
PE/DVT,1,ORG
Asymmetry,1,LOC
s/p IJ,1,ORG
the past,1,DATE
Prostate,1,FAC
Presyncope,1,LOC
pareenchymal hematoma,1,PERSON
Posterior,1,LOC
Enlarged,1,ORG
parenchymal hematoma,1,PERSON
EUS,1,ORG
OSSEOUS STRUCTURES/SOFT TISSUES,1,ORG
R cerebellar mass &,1,ORG
Option,1,ORG
Bone,1,PERSON
cerebellar hematoma,1,PERSON
Indwelling,1,GPE
Sequential,1,GPE
G.                    EU,1,PERSON
hemorrhagic metastases.,1,ORG
Appendix,1,PERSON
Peripancreatic,1,LOC
"S/P PNEUMONECTOMY
 REASON FOR THIS EXAMINATION",1,ORG
Delirium,1,PERSON
day one,1,DATE
small,1,PERSON
Recommend MR,1,ORG
IG,1,ORG
"scan

  Gallstone",1,ORG
"S/P RT PNEUMONECTOMY
 Admitting Diagnosis:",1,ORG
Vent s/p ET,1,WORK_OF_ART
two thirds,1,CARDINAL
"s/p
  Thoracenthesis
 REASON FOR THIS EXAMINATION",1,ORG
LAT & OBL RIGHT,1,ORG
the prior evening,1,TIME
s/p lungCA,1,LAW
NSSLC,1,ORG
"A Stat
 Lock",1,ORG
Hep-locked,1,PERSON
cerebellar mets,1,PERSON
Phrygian,1,NORP
Bacteremia,1,ORG
Tspine,1,PRODUCT
S/P THIRD,1,ORG
Femoral,1,NORP
PLS,1,ORG
BiPAP,1,PERSON
MRI,1,FAC
"IJ
 REASON FOR THIS EXAMINATION",1,LOC
PROTOCOL,1,ORG
Known hemorrhagic,1,ORG
Shotty,1,NORP
GIbleed,1,ORG
the prior two days,1,DATE
DM,1,GPE
Fourteen,1,CARDINAL
Lupron,1,PERSON
Monopty,1,ORG
Glucagon,1,GPE
klebsiella bacteremia,1,PERSON
One liter,1,QUANTITY
Neurosurg,1,GPE
SINGLE AP CHEST RADIOGRAPH,1,ORG
DTI/FA,1,ORG
Trendelenburg,1,PERSON
CT-PET,1,ORG
"Constipatated
 REASON FOR THIS EXAMINATION",1,ORG
"Lung Mass
 REASON",1,PERSON
FRONTAL,1,ORG
lung mas s/p,1,PERSON
s/p radical cystectomy/ileal conduit,1,ORG
Versed & Fentanyl,1,ORG
Luftsichel,1,GPE
Internal Jugular Vein,1,ORG
L VC,1,GPE
w/ lung CA,1,PERSON
s/p RCA,1,ORG
B/L Pleural,1,ORG
PARENCHYMAL,1,ORG
Sclerotic,1,NORP
OTEHRWISE EXAM UNCHANGED WITH MODERATE,1,ORG
LEFT COSTOPHRENIC ANGLE,1,FAC
LUCENCY,1,ORG
only minimal,1,QUANTITY
Wire,1,PERSON
Odontoid,1,ORG
Encephalomalacic,1,PERSON
Opacification of the right lower,1,WORK_OF_ART
Uterus,1,ORG
BILAT                                  Clip,1,ORG
UNILAT SUBCLAV                                                  Clip,1,ORG
STAGING,1,ORG
Lipoma,1,GPE
scan,1,LANGUAGE
Cirrhosis,1,ORG
TRANHEP,1,GPE
JRld WED,1,PERSON
The Cobra,1,WORK_OF_ART
subclavian s/p stent,1,ORG
TRANSLUM ANGIO NONLASER         CATHETER,1,ORG
"PACU
 REASON FOR THIS EXAMINATION",1,LOC
ABSCESS,1,EVENT
Irregularly,1,ORG
SP VATS,1,GPE
Remnant,1,PERSON
Gram-negative,1,PERSON
Post-IV,1,ORG
approximately eight hours earlier,1,TIME
NSCLC s/p ex-lpa,1,ORG
"s/p IMI
 REASON FOR THIS EXAMINATION",1,ORG
B/L PE,1,ORG
s/p IM,1,ORG
HIP NAILING,1,ORG
W/FILMS & FLUORO LEFTClip #,1,ORG
"Hemothorax
 REASON",1,PERSON
TLS,1,ORG
S/P MVC,1,ORG
XII,1,ORG
LEFT HIP FX,1,ORG
CA s/p MVC,1,PERSON
Lung adeno,1,PERSON
Consent,1,PRODUCT
"House
 Staff",1,ORG
carcinoma s,1,PERSON
blurry vision,1,PERSON
Borderline,1,LOC
BILATERAL LOWER EXTREMITY ULTRASOUND WITH DOPPLER,1,ORG
NEW BRAIN MET,1,ORG
ASSES,1,ORG
F s/p Left,1,ORG
Spinal,1,ORG
Greater,1,LOC
PATIENT CODED,1,PERSON
Left-sided PICC,1,ORG
Vaxcel PICC,1,FAC
NS,1,ORG
mastoid air cells remain clear,1,ORG
distinguish,1,NORP
cavitary lung lesions,1,PERSON
"Concerning for
 aspergillosis",1,WORK_OF_ART
Post NG,1,ORG
SP,1,ORG
Cardiomedistinum,1,ORG
approximately one-half,1,CARDINAL
"CT position & effusion
 _",1,ORG
lesions,1,PERSON
thirds,1,CARDINAL
FOREARM,1,ORG
"the f
 Admitting Diagnosis: RIGHT UPPER",1,FAC
the CCU Service,1,ORG
the Radiology Suite,1,ORG
s/p r VATS drainage,1,ORG
LIJ,1,ORG
"LIJ
 Admitting Diagnosis: RIGHT UPPER",1,ORG
COMPLETE GU ULTRASOUND,1,ORG
LEFT                  Clip,1,PERSON
s/p RIGHT subclav,1,ORG
empyema,1,ORG
LEFT WRIST,1,PERSON
LEFT FOREARM,1,PERSON
Cv,1,PERSON
fx post,1,ORG
Radiocarpal,1,PERSON
Targetoid,1,PERSON
Hypercalcemia,1,PERSON
Fetal,1,FAC
"s/p Left Upper Sleeve Lobectomy
 REASON FOR THIS EXAMINATION",1,ORG
Hypoplastic,1,ORG
DI,1,ORG
Bilobed,1,ORG
Clips,1,ORG
Radial,1,ORG
thrombus,1,ORG
paratracheal node,1,PERSON
Congenital,1,ORG
Obliterated R,1,ORG
Fluoroscopically,1,ORG
STATUS POST CHEST TUBE PLACEMENT,1,ORG
sestamibi,1,PERSON
Approximately three,1,CARDINAL
AP & LATERAL,1,ORG
METHOD,1,ORG
Sestamibi Stress,1,PERSON
Sestamibi Rest,1,PERSON
Thoracics,1,NORP
s/p bronchial,1,ORG
Substantial,1,PERSON
NSLC s/p,1,ORG
"--Rrana
 _",1,PERSON
"RVR & SOB
 REASON FOR THIS EXAMINATION",1,ORG
CHF p/w sob,1,ORG
Alternate,1,ORG
Cecal,1,GPE
BX,1,EVENT
"AM
 PICC LINE",1,ORG
CA & hemoptysis,1,ORG
Deployment of a third,1,ORG
RT FOOT,1,PERSON
Nocardia,1,ORG
penumothorax s/p line,1,ORG
a third,1,QUANTITY
Loculated,1,GPE
CA s/p CT,1,ORG
Thoracentesis,1,ORG
lobe nodule,1,PERSON
s/p CT-,1,ORG
Pnuemonia,1,GPE
SPUTUM,1,PERSON
STATUS POST PNEUMONECTOMY,1,ORG
ica,1,CARDINAL
NAD,1,ORG
MI,1,GPE
Abdominal CT,1,ORG
Venatech,1,GPE
LGM,1,GPE
LGM Venatech,1,ORG
leni,1,ORG
four weeks ago,1,DATE
SBR POD,1,ORG
AP x TV,1,ORG
Resolution of a right pleural effusion,1,LAW
Creatinine,1,ORG
Slices,1,ORG
pleura,1,LOC
s/p Pericardial,1,ORG
"earlier
 the same day",1,DATE
the weekend,1,DATE
SINGLE AP SUPINE BEDSIDE CHEST RADIOGRAPH,1,ORG
additional eight,1,CARDINAL
Adjacent,1,PRODUCT
non-FDG-avid,1,ORG
GDC,1,PRODUCT
Synchro,1,GPE
NOW W/ DIZZINESS,1,ORG
FINDINGS BRAIN,1,PRODUCT
s/p b/l,1,ORG
s/p Lt,1,ORG
GDC,1,ORG
Labile,1,PERSON
"ICU
 REASON FOR THIS EXAMINATION",1,ORG
Left thyroid,1,LOC
gram,1,QUANTITY
CXR/CT,1,ORG
"Several
 hours later",1,TIME
"Multiple
 pulmonary nodules",1,ORG
AO,1,ORG
D.L. PICC,1,ORG
"SOB
 REASON FOR THIS EXAMINATION",1,LAW
"sob & fever
 REASON FOR THIS EXAMINATION",1,ORG
LLL w,1,ORG
SOB,1,PRODUCT
Mark Masciocchi,1,PERSON
Lobular,1,PERSON
Ethanol,1,PERSON
node & lingula nodule,1,ORG
Remaining,1,PERSON
n&,1,ORG
CC cm,1,ORG
"Dobhoff
 Admitting Diagnosis: PANCOAST TUMOR/SDA
 _",1,ORG
Large  hemorrhagic,1,PERSON
Mesenteric CTA,1,ORG
mcg,1,ORG
new nystagmus,1,GPE
lung s/p,1,PERSON
IV Versed,1,PERSON
HTN/HLD,1,ORG
CEREBELLAR STROKE,1,PERSON
LEFT UPPER,1,PERSON
NIDDM,1,ORG
"the
 Circle",1,LOC
VenaTech,1,ORG
Obliterated,1,ORG
MPtb TUE,1,PERSON
the AAA,1,ORG
an additional hour,1,TIME
MR/ direct ENT,1,ORG
left hemidiaphragm w/,1,GPE
s/p ng,1,ORG
Malignancy,1,PERSON
Gallstone,1,PERSON
Hypoplasia,1,PERSON
ho osseos mets,1,GPE
"CORONAL
  RECONSTRUCTIONS",1,ORG
"CA
 REASON FOR THIS EXAMINATION",1,PRODUCT
Optimal,1,NORP
lung CA.,1,PERSON
"Lung Ca
 REASON",1,PERSON
Two days,1,DATE
"Symmetric
 PA",1,ORG
NSCLC w/,1,ORG
Cervicothoracic,1,GPE
Uncal,1,PERSON
ECHO,1,ORG
INTRA,1,GPE
RA-SVC,1,ORG
TRANSFUSION,1,PERSON
Sos-Omni,1,ORG
Sputum,1,PERSON
AXR,1,ORG
Postoperative Pancoast,1,PERSON
SPfc FRI,1,ORG
RBC,1,ORG
"s/p R VATS
 REASON FOR THIS EXAMINATION",1,ORG
"s/p Dobhoff
 REASON FOR THIS EXAMINATION",1,ORG
Seven hours later,1,TIME
PACS,1,GPE
RUL p/w pre-syncopal,1,FAC
trach & peg,1,ORG
earlier in the morning,1,TIME
"DWI
 No",1,ORG
Query,1,PERSON
Advancement of the Dobbhoff,1,ORG
FTW,1,ORG
Aspergillus,1,NORP
Heterogenous,1,ORG
Prosthetic,1,ORG
CALT,1,GPE
Headache,1,FAC
FAME,1,ORG
approximately six hours,1,TIME
Pneumobilia,1,GPE
s/p midline,1,ORG
Expected,1,LOC
"SVC d
 Admitting Diagnosis",1,ORG
"LUNG CA/SDA
 *",1,PERSON
"one day
 ago",1,DATE
Possible,1,GPE
Sats,1,NORP
Cholecystitis,1,PRODUCT
CARINA,1,ORG
LUL VATS,1,ORG
DVT p/w,1,ORG
Contiguous MDCT,1,ORG
Vetricle,1,PERSON
approximately two hours earlier,1,TIME
"Gallstone
  Renal",1,ORG
IVH s/p MVC,1,ORG
IVH,1,ORG
non-FDG,1,ORG
non-FDG,1,NORP
mid,1,DATE
CM,1,ORG
Slightly,1,LOC
lung cncer s,1,ORG
"the prior
 day",1,DATE
Haziness,1,ORG
the past several days',1,DATE
SUBCUTANEOUS EMPHYSEMA,1,PERSON
LEFT LUNG AIRSPACE,1,PERSON
INCREASED,1,GPE
LUL NSCLC,1,ORG
s/p VATS/LUL,1,ORG
Picc Peg,1,PERSON
known hepatic metastases,1,ORG
Gangrene,1,PERSON
Lisfranc,1,PERSON
Charcot,1,FAC
Osteomyelitis,1,GPE
s/p L TMA,1,ORG
GA,1,ORG
p/w mental,1,ORG
w/ MS,1,ORG
Parapelvic,1,NORP
LAT &,1,ORG
eleventh rib,1,GPE
male nsclc,1,PERSON
PATIENT,1,PERSON
Hiatus hernia,1,LOC
s/p LUL VATS,1,ORG
N/V/D,1,ORG
Bibasilar,1,LOC
VENOUS DUPLEX UPPER EXTREMITY,1,ORG
LEFT                                          Clip,1,PERSON
"LE ischemia -
 REASON FOR THIS EXAMINATION",1,ORG
s/p Ct,1,ORG
Opacification of the left hemithorax,1,WORK_OF_ART
Recommend CT for,1,ORG
Clips,1,PERSON
Chest Radiograph,1,PRODUCT
LEFT UPPER EXTREMITY VENOUS ULTRASOUND,1,ORG
Color,1,PERSON
non-SCLC,1,NORP
NSCLC s/p five cycle of,1,ORG
"s/p
  XRT",1,ORG
"s/p XRT
 REASON FOR THIS EXAMINATION",1,ORG
"s/p LLL
 REASON FOR THIS EXAMINATION",1,ORG
CA s/p L,1,PERSON
the summer,1,DATE
PAH,1,ORG
Rhilar,1,ORG
Note,1,GPE
LIJ TL,1,ORG
subcutaneus emphysema,1,PERSON
s/p LLL lung,1,ORG
Hepatic,1,NORP
T. Pinar,1,ORG
s/p EGD,1,ORG
the nostril,1,DATE
Versed IV,1,GPE
Kkaliann d/w Ms.[**Last Name,1,ORG
DEFINITIVELY,1,PERSON
cerebellar calcifications,1,PERSON
osteoma,1,PERSON
"IV
 administration of",1,ORG
Neoplasm,1,ORG
s/p repair,1,ORG
Eval Debhoff,1,PERSON
"Technique on
 today's",1,WORK_OF_ART
earlier same date,1,DATE
SINGLE UPRIGHT AP CHEST,1,ORG
s/p SBR,1,ORG
mesothelioma s/p intubtion for SIRS,1,ORG
SIRS,1,ORG
COPD s/p strangulated femoral hernia repair,1,ORG
"HCAP
 REASON FOR THIS EXAMINATION",1,ORG
Strangulated,1,NORP
RUQ PLEURATIC PAIN,1,ORG
Left,1,PRODUCT
CHF p/w,1,ORG
Klebsiella,1,PERSON
"hernia
 REASON FOR THIS EXAMINATION",1,LOC
ATAXIA,1,PERSON
SPINE LIKELY,1,ORG
CA W/,1,PERSON
"CT s/p
  pleurasentisis",1,ORG
BX                   Clip,1,ORG
"ICH
 REASON FOR THIS EXAMINATION",1,ORG
JCT FRI,1,PERSON
subpulmonic pleural air,1,ORG
lung zone,1,PERSON
Fullness,1,GPE
the past half day,1,DATE
"Dobhoff
 Admitting Diagnosis: UPPER",1,ORG
DKA,1,ORG
Dysphasia,1,ORG
nectar thick liquid,1,PERSON
Width,1,PERSON
hemothorax s/p RUL,1,ORG
Throat,1,PERSON
"NSCLC
 REASON FOR THIS EXAMINATION",1,PRODUCT
"SOB
 Admitting Diagnosis",1,FAC
the Swan Ganz,1,WORK_OF_ART
Intrafissural,1,ORG
FINDINGS FOR CT OF THE CHEST,1,ORG
NON-CONTRAST CT OF THE Chest,1,ORG
SOMNOLENCE S/P VATS,1,ORG
PLEURODESIS,1,ORG
swan,1,PERSON
Dubhoff,1,PERSON
"S/P RT IJ
 REASON FOR THIS EXAMINATION",1,ORG
three years ago,1,DATE
tacypnea,1,GPE
Extensive,1,ORG
SINGLE VW,1,ORG
"fourteen
 hours earlier",1,TIME
Dobhov,1,PERSON
Correlated,1,ORG
Mini-Maze,1,PERSON
"MAZE/Lobectomy
 REASON FOR THIS EXAMINATION",1,ORG
CSRU,1,ORG
Unclear,1,PERSON
CA w,1,PERSON
Centrally,1,PERSON
"GERD
 REASON",1,PERSON
Ommaya,1,GPE
Staphylococcal,1,ORG
"Noon
 Admitting Diagnosis",1,FAC
"Noon
 REASON FOR THIS",1,FAC
Noon,1,FAC
Speech,1,ORG
Maas,1,PERSON
mid-zone,1,DATE
CA s/p pneumonectomy,1,ORG
Cb,1,ORG
Left,1,GPE
Ascites,1,ORG
ABDOMEN CT W/IV CONTRAST,1,ORG
Rectum,1,ORG
Left lung carcinoma,1,PERSON
One minute,1,TIME
right sided pleural effusion,1,ORG
pneumonia,1,GPE
RUQ/RLQ,1,ORG
last couple of days,1,DATE
Three-mm,1,QUANTITY
RT LEG EDEMA,1,ORG
adeno Ca,1,PERSON
Malpositioned,1,PERSON
Alport,1,ORG
dx lung adenoca,1,PERSON
TIB,1,ORG
BILAT                Clip,1,PERSON
FEMURS,1,ORG
Three days earlier,1,DATE
Shrunken,1,GPE
effuison,1,ORG
NEEDLE PLACMENT,1,ORG
COLD,1,GPE
"s/p
        LUL",1,ORG
one day previous,1,DATE
IUD,1,ORG
s/p right subclavian,1,ORG
"distress;s/p CODE BLUE
 REASON FOR THIS EXAMINATION",1,ORG
mid zone,1,GPE
YR OLD WOMAN,1,FAC
Left thyroid lobe,1,LOC
Main,1,PERSON
"s/p aspiration
 REASON FOR THIS EXAMINATION",1,ORG
Introducer,1,PERSON
Schetty G-J,1,PERSON
Speech Pathology Department,1,ORG
ambrosia,1,GPE
"the Speech
 Pathology",1,ORG
W/ AP CHEST RIGHT,1,ORG
RIB,1,ORG
Detail,1,PERSON
"one
 hour earlier",1,TIME
Rhonchi,1,PERSON
"Probable
 RDS",1,WORK_OF_ART
"eight
 hours earlier",1,TIME
ILD,1,ORG
Two hours earlier,1,TIME
Five hours earlier,1,TIME
"three
 hours earlier",1,TIME
"earlier
 same day",1,DATE
CA,1,FAC
s/p        LUL,1,ORG
Left hilus,1,LOC
lung pulmonary,1,PERSON
Eventhough,1,ORG
PTX  GWlms,1,PERSON
SP FRI,1,ORG
F c,1,ORG
dense pleural collection,1,ORG
right mid,1,DATE
RUL & RML,1,ORG
rt lung mass s,1,PERSON
MRI,1,GPE
Left Port-A- Cath,1,PERSON
approx,1,GPE
"The
 Port-A-Cath",1,FAC
Centrilobular,1,PRODUCT
LEFT ARM,1,PERSON
Attenuation,1,PERSON
"MV
 REASON FOR THIS EXAMINATION",1,ORG
Bronchopleural,1,ORG
POST-OP,1,ORG
Attempts,1,PERSON
grey,1,ORG
"Opacification of the right
 lower lung",1,WORK_OF_ART
approximately two hours earlier the same day,1,TIME
Plea,1,ORG
Urologic,1,ORG
DECR,1,ORG
Peripheral,1,PRODUCT
"DL

         DR",1,ORG
Residual,1,PERSON
G/GJ/GI TUBE CHECK,1,ORG
LUNG,1,ORG
ELAVATED LFT,1,PERSON
NSCLCa,1,ORG
one-day earlier,1,DATE
"s/p RLL Lobectomy
 REASON FOR THIS EXAMINATION",1,ORG
Nevertheless,1,LOC
Redo,1,PERSON
s/p RLLectomy,1,ORG
DFDdp SUN,1,PERSON
FINDINGS,1,PRODUCT
cantonese,1,LANGUAGE
Subsequently,1,GPE
Postcontrast,1,ORG
the Bronchoscopy Suite,1,FAC
one half,1,CARDINAL
Retzius,1,GPE
EKG LEVELS,1,ORG
UNILATERAL UPPER EXTREMITY VEINS,1,ORG
"s/p extubation
 Admitting Diagnosis",1,ORG
Femoral Swan-Ganz,1,ORG
"dophoff tube

 REASON FOR THIS EXAMINATION",1,ORG
UNILAT LOWER EXT VEINS LEFT,1,ORG
LEFT LEG ASSESSF OR,1,PERSON
Augmentation,1,PRODUCT
Retzius,1,ORG
Hypoventilatory,1,PERSON
PORTABLE AP SUPINE VIEW OF THE CHEST,1,ORG
PORTABLE AP SUPINE VIEW OF THE,1,ORG
Eighty-year-old,1,DATE
Neoplastic,1,LOC
s/p sleeve,1,ORG
seven,1,CARDINAL
about one,1,CARDINAL
the last seven-hour,1,DATE
YR OLD WOMAN W/ COPD,1,FAC
Sparse,1,PERSON
"R &
  L",1,ORG
the Chest CT,1,ORG
s/p OG,1,ORG
only less than two hours,1,CARDINAL
Cardiovascular,1,ORG
"CT
 REASON FOR THIS EXAMINATION",1,LOC
Plate,1,ORG
SINGLE UPRIGHT AP CHEST RADIOGRAPH,1,ORG
Consistent,1,PERSON
NOW W/,1,ORG
S/P resection,1,ORG
micronodular,1,NORP
eavl ptx,1,PERSON
Boar,1,GPE
"CHF/L PTX
 Admitting Diagnosis",1,ORG
CHF/L PTX,1,ORG
"Except for
 resolution",1,ORG
One hour,1,TIME
Standard,1,PERSON
Ventilated,1,GPE
s/p R LL,1,ORG
Basilar,1,FAC
"PTX
 Admitting Diagnosis: RIGHT LOWER LOBE CANCER/SDA",1,WORK_OF_ART
s/p l-main,1,ORG
"RT LEG ISCHEMIA
 ********************************* CPT Codes",1,ORG
EXTREMITY,1,ORG
CPAP,1,ORG
"RT LEG ISCHEMIA
 Admitting Diagnosis",1,ORG
this a.m.,1,TIME
effusion/ hemothorax,1,PERSON
PORTABLE,1,ORG
"lung CA
 REASON FOR THIS EXAMINATION",1,PERSON
Blunting,1,PERSON
"s/p RLL
 REASON FOR THIS EXAMINATION",1,ORG
Heimlich,1,NORP
LEFT ELBOW,1,PERSON
Fusion MR,1,ORG
C/W Fusion,1,ORG
s/p VATS L,1,ORG
"s/p VATS
 REASON FOR THIS EXAMINATION",1,ORG
eightieth,1,ORDINAL
ten hours,1,TIME
profunda femoris,1,PERSON
A-GRAM,1,PRODUCT
STATUS POST BRONCH WITH MUCOUS PLUGGING,1,ORG
S/P  Intubation for lUl,1,ORG
s/p biopsy,1,ORG
"CEREBELLAR MASSES
 REASON",1,PERSON
GADOLINIUM,1,ORG
gloima,1,PERSON
s/p right IJ,1,ORG
Drop,1,ORG
NSCLCA-,1,PERSON
four days,1,DATE
Nonionic IV,1,FAC
PLease evaluate,1,ORG
ASSES FOR PNA,1,ORG
s/p PTX,1,ORG
Heavy,1,ORG
i.e,1,GPE
Multilevel DJD,1,PERSON
Milder,1,PERSON
SINGLE AP SUPINE VIEW OF CHEST,1,ORG
hiatal,1,ORG
LOWER EXTREMITY VEINS,1,ORG
LUNG,1,PERSON
"SOB
 REASON FOR THIS EXAMINATION",1,PRODUCT
Right fourth and,1,DATE
LEFT CTA RUNOFF:,1,PERSON
right fourth and seventh,1,DATE
Polytrauma,1,ORG
LEFT                      Clip,1,PERSON
Coronary,1,PERSON
Left posterior,1,LOC
s/p pleural effusion,1,ORG
vena,1,PERSON
MIP,1,PERSON
THR,1,ORG
C/o inc SOB,1,ORG
s/p OGT,1,ORG
eight hours ago,1,TIME
BX SUPERFISCAL CER,1,ORG
AXL,1,ORG
Cytology,1,ORG
Multiplanar CT,1,ORG
VR,1,ORG
LEFT PORT                                       Clip,1,PERSON
BPH,1,ORG
Cordis,1,ORG
bleed v. mass,1,PERSON
cerebellar hemispheres,1,PERSON
Intensive Care Unit ASAP,1,ORG
CERVICAL SPINE,1,ORG
s/p VP,1,ORG
"two days
 ago",1,DATE
VP,1,ORG
Pineal,1,ORG
NSCSLC,1,ORG
Multiple rib,1,ORG
Hardcopy,1,PERSON
Six hours earlier,1,TIME
Abd,1,PERSON
the MR of,1,ORG
femur fx s/p ORIF,1,ORG
LOWER EXTREMITY FLUORO WITHOUT RADIOLOGIST LEFTClip #,1,ORG
HIP FX,1,ORG
Suspected,1,ORG
Portacaval,1,PERSON
Sequela,1,GPE
HERNIATION,1,GPE
BLjb WED,1,ORG
LEFT BRONCH,1,PERSON
STENT PL,1,PERSON
FLUOROSCOPIC RADIOGRAPHS,1,ORG
Opacification of the left hemithorax persists,1,WORK_OF_ART
"Extensive
 coronary atherosclerotic vascular calcifications",1,WORK_OF_ART
UC,1,GPE
"Opacification of the remainder
 of the left lung",1,WORK_OF_ART
"approximately four
 hours",1,QUANTITY
CTH,1,ORG
one hour earlier the same day,1,TIME
Calculi,1,GPE
PM,1,EVENT
bl lung CA,1,PERSON
AP Chest,1,ORG
"CA s/p
  Y",1,ORG
Calcified granuloma,1,PRODUCT
"CXR
 REASON FOR THIS EXAMINATION",1,ORG
Needs PICC,1,ORG
MET NSCLC,1,ORG
AHPb,1,CARDINAL
non-SCLC,1,ORG
Minimal,1,LANGUAGE
intuba,1,GPE
RLL pna,1,ORG
Schmorls,1,PERSON
w hematuria,1,ORG
Sunday,1,DATE
"s/p LLLobectomy
 REASON FOR THIS EXAMINATION",1,ORG
between eight and ninth,1,DATE
"PA s/p
  chest tube",1,ORG
Findnigs,1,PERSON
three months,1,DATE
Ordering,1,NORP
Rigid,1,PERSON
"SOB
 REASON FOR THIS EXAMINATION",1,FAC
CAP,1,ORG
"PLease e
  Contrast",1,ORG
Polyps,1,PERSON
Fifty-seven year old,1,DATE
PMH HTN,1,ORG
NGTube,1,ORG
LETHARGIC,1,ORG
SCLC p/w LE,1,ORG
approximately one year ago,1,DATE
"the next few
 hours",1,DATE
"three
  months",1,DATE
pneuonia,1,GPE
p RM,1,ORG
annuli,1,GPE
s/p RML/RLLobectomy R,1,ORG
PTXchest,1,ORG
"s/p RML/RULobectomy w/residual PTX
 REASON FOR THIS EXAMINATION",1,ORG
Hypoxia,1,PERSON
"PBIshop
 _",1,ORG
the past five months,1,DATE
more than a year,1,DATE
lipoma,1,ORG
L pleural,1,GPE
SINGLE UPRIGHT AP,1,ORG
Aorta,1,ORG
lung & prostate,1,ORG
Perihepatic,1,LOC
aorta,1,WORK_OF_ART
s/p suboccip,1,ORG
SKULL,1,ORG
ELBOW,1,ORG
the last week,1,DATE
Lymphangetic,1,PRODUCT
"metastasi
  Contrast",1,ORG
Malignant,1,PERSON
KNOWN L HUMERUS,1,ORG
Chest Xray,1,ORG
mass.,1,GPE
FIVE,1,CARDINAL
cardiomegaly and/or,1,ORG
w/ NSCL,1,PERSON
Month/Day/Year,1,DATE
Tertiary,1,DATE
"Three
 metallic markers",1,QUANTITY
PERVENTRICULAR WHITE,1,PERSON
UNCHANGED,1,ORG
Locate,1,PERSON
WF s/p,1,ORG
C. Dif,1,PERSON
"s/p PEA
 REASON FOR THIS EXAMINATION",1,ORG
Moreoever,1,ORG
Thirty-nine year old,1,DATE
PATH,1,ORG
UNILATERAL LOWER EXTREMITY VEIN ULTRASOUND,1,ORG
"PO
 CONTRAINDICATIONS",1,FAC
LEFT flank pain,1,PERSON
Hepatosplenic,1,GPE
LEFT UPPER EXTREMITY VEINS ULTRASOUND,1,ORG
Rereview,1,ORG
granuloma,1,DATE
PLEASE SEND TISSUE FOR,1,ORG
GRAM STAIN,1,PERSON
HYPOXEMIA,1,ORG
AEROBIC,1,ORG
ANAEROBIC CX,1,ORG
FUNGAL,1,ORG
Specimens,1,GPE
"node
 enlargement",1,ORG
Screw,1,DATE
Exclude,1,ORG
Ventricular,1,PERSON
NSCLA CA,1,LAW
Accustick,1,GPE
cerebellar metastases,1,PERSON
